sku_id,store_id,category,brand,price,cost,on_hand,lead_time_days,days_since_first_sale,avg_daily_sales_30d,avg_daily_sales_90d,total_sales_365d,sales_last_7d,promo_flag_14d,promo_depth,price_elasticity_est,seasonality_index,store_footfall,store_income_bracket,region,days_out_of_stock_365d,returns_rate,shelf_life_days,is_new_launch,competitor_price_index,holiday_flag,label_deadstock_90d,snapshot_date
SKU_12743,STORE_050,Beauty,Autograph,1786.67,2622.89,54,18,1475,4.7,1.12,2904,39,0,0.27,-0.74,1.28,5200,high,East,82,0.15,130,0,0.96,0,0,2025-06-24 07:34:22.700010
SKU_12744,STORE_037,Beauty,Goodmove,3280.83,2555.7,47,14,1265,2.68,2.83,2938,139,0,0.46,-1.13,1.4,8876,med,North,3,0.08,143,0,0.82,0,0,2024-12-09 07:34:22.700010
SKU_12745,STORE_018,Footwear,Goodmove,3429.7,2823.4,48,27,666,1.28,3.91,4797,37,1,0.38,-1.38,0.95,5476,med,North,61,0.24,88,0,0.99,1,0,2025-07-09 07:34:22.700010
SKU_12746,STORE_026,Beauty,Blue Harbour,3459.07,3161.45,47,17,832,0.69,0.03,2928,193,1,0.11,-2.5,1.39,7042,low,South,87,0.2,62,0,1.07,0,0,2024-11-21 07:34:22.700010
SKU_12747,STORE_049,Beauty,Blue Harbour,3012.76,3056.39,56,23,1466,0.47,1.2,4131,58,0,0.14,-2.61,0.96,2870,med,North,0,0.08,65,0,0.82,0,1,2025-06-11 07:34:22.700010
SKU_12748,STORE_016,Beauty,Autograph,2121.32,2338.73,48,29,45,0.7,4.06,606,184,0,0.25,-1.93,1.31,7582,low,North,69,0.28,220,0,1.06,0,1,2024-10-04 07:34:22.700010
SKU_12749,STORE_008,Accessories,Per Una,4118.94,3761.61,55,27,1210,13.25,9.99,4878,86,1,0.0,-1.41,0.68,4100,high,Central,79,0.16,293,1,1.14,0,1,2025-05-10 07:34:22.700010
SKU_12750,STORE_024,Accessories,M&S Core,1438.71,3143.79,53,9,1601,0.29,2.56,529,117,0,0.49,-1.5,1.18,8504,med,East,58,0.11,80,0,1.18,0,1,2024-09-23 07:34:22.700010
SKU_12751,STORE_013,Accessories,Per Una,3200.86,3574.35,59,3,438,0.89,8.03,3960,128,0,0.31,-1.2,1.06,9478,high,North,46,0.19,83,0,0.94,0,0,2025-07-22 07:34:22.700010
SKU_12752,STORE_029,Footwear,Blue Harbour,2463.02,2080.52,42,23,837,3.58,1.16,4687,13,1,0.47,-1.67,0.84,1092,med,North,16,0.27,204,0,0.94,1,0,2025-01-05 07:34:22.700010
SKU_12753,STORE_032,Home,Per Una,4484.62,2831.86,34,27,12,2.43,0.4,3428,11,1,0.4,-1.59,0.9,1072,med,South,45,0.24,332,0,0.96,0,1,2025-01-23 07:34:22.700010
SKU_12754,STORE_024,Beauty,Blue Harbour,3033.66,3466.01,54,29,1523,0.31,0.65,2552,159,0,0.13,-1.44,0.91,4978,high,Central,53,0.2,95,0,1.14,1,1,2025-01-07 07:34:22.700010
SKU_12755,STORE_016,Apparel,Per Una,4306.22,2205.12,54,8,1915,4.53,1.68,1975,15,1,0.12,-2.43,1.24,4220,high,West,26,0.16,193,1,1.19,0,0,2025-07-04 07:34:22.700010
SKU_12756,STORE_011,Accessories,Autograph,4774.92,3508.72,55,5,501,2.03,0.15,1231,110,0,0.27,-2.29,0.61,5017,low,Central,63,0.12,349,0,0.88,0,0,2024-12-15 07:34:22.700010
SKU_12757,STORE_032,Apparel,Blue Harbour,808.72,2928.41,50,26,1847,7.59,2.79,2421,56,0,0.07,-1.39,0.53,6129,high,North,36,0.15,50,1,1.05,0,0,2025-06-03 07:34:22.700010
SKU_12758,STORE_006,Beauty,Autograph,2863.92,3039.75,46,21,1507,1.32,2.04,2202,82,0,0.04,-1.31,0.73,4449,low,Central,13,0.18,161,0,1.15,0,0,2025-06-19 07:34:22.700010
SKU_12759,STORE_035,Home,Per Una,4442.08,3716.64,58,8,1861,5.97,3.13,4144,103,0,0.44,-1.31,0.74,5992,med,West,37,0.21,85,0,1.09,0,0,2025-06-03 07:34:22.700010
SKU_12760,STORE_033,Apparel,Goodmove,4384.95,1388.16,46,14,810,1.19,0.63,740,158,1,0.45,-1.64,1.32,1705,high,Central,62,0.27,172,0,0.82,0,0,2025-07-22 07:34:22.700010
SKU_12761,STORE_018,Beauty,Goodmove,1139.36,2419.2,42,24,371,1.14,1.03,4959,50,1,0.31,-1.77,1.15,9468,high,Central,21,0.07,333,0,0.83,0,0,2024-10-13 07:34:22.700010
SKU_12762,STORE_037,Beauty,M&S Core,2509.56,1163.37,38,28,1370,4.63,0.13,1221,33,0,0.25,-0.77,1.31,8948,low,East,12,0.08,137,1,0.91,0,1,2025-06-07 07:34:22.700010
SKU_12763,STORE_013,Accessories,Goodmove,1269.86,2163.82,50,21,35,2.52,2.8,3486,21,0,0.04,-1.54,0.99,4030,med,South,42,0.14,174,0,1.0,0,1,2025-03-03 07:34:22.700010
SKU_12764,STORE_010,Home,M&S Core,4503.72,1830.23,50,17,150,0.65,4.73,641,180,0,0.22,-2.02,0.99,5903,high,South,89,0.06,261,1,1.03,0,0,2025-02-14 07:34:22.700010
SKU_12765,STORE_037,Beauty,Per Una,214.5,1883.95,44,27,1028,0.66,0.34,2312,91,0,0.2,-1.32,1.27,878,low,West,70,0.0,269,0,0.93,0,0,2025-02-18 07:34:22.700010
SKU_12766,STORE_026,Home,M&S Core,1247.32,913.45,51,22,224,0.55,0.69,3349,169,0,0.0,-1.11,0.69,1401,low,East,60,0.09,61,0,0.84,0,1,2025-06-22 07:34:22.700010
SKU_12767,STORE_046,Accessories,M&S Core,2162.36,2539.45,54,14,1831,2.27,0.16,3767,194,0,0.49,-1.33,0.5,3609,low,East,76,0.11,167,0,0.82,1,0,2025-04-11 07:34:22.700010
SKU_12768,STORE_017,Apparel,M&S Core,1260.46,3202.76,59,27,205,0.05,0.69,2465,11,0,0.38,-1.01,0.66,5067,med,West,36,0.26,131,1,0.83,0,0,2024-10-05 07:34:22.700010
SKU_12769,STORE_001,Footwear,Autograph,4872.19,1147.77,43,10,721,1.81,0.88,1384,114,0,0.14,-0.93,0.98,3927,high,South,41,0.01,37,0,1.11,0,0,2024-12-30 07:34:22.700010
SKU_12770,STORE_025,Footwear,M&S Core,1370.33,583.31,53,7,1768,6.04,1.54,1076,181,0,0.44,-1.09,1.25,6510,med,Central,41,0.08,98,0,0.92,0,1,2025-07-01 07:34:22.700010
SKU_12771,STORE_034,Footwear,Blue Harbour,1938.11,1095.9,47,29,1733,0.1,0.98,1348,164,0,0.35,-1.43,0.88,9653,med,North,84,0.16,224,0,1.19,0,1,2025-06-26 07:34:22.700010
SKU_12772,STORE_039,Home,Per Una,1034.54,3045.4,54,23,1553,0.78,0.29,4037,63,0,0.13,-1.57,0.87,8036,med,South,55,0.04,336,1,1.15,0,1,2025-06-08 07:34:22.700010
SKU_12773,STORE_010,Footwear,Autograph,4647.01,347.28,48,21,77,1.59,1.51,1646,100,1,0.22,-1.71,1.22,4514,high,West,58,0.03,52,0,1.2,0,1,2025-08-06 07:34:22.700010
SKU_12774,STORE_020,Apparel,Blue Harbour,2173.13,2509.43,52,25,1122,2.79,5.1,600,31,0,0.46,-1.42,0.54,9048,med,West,15,0.29,283,0,0.81,0,0,2025-02-27 07:34:22.700010
SKU_12775,STORE_007,Beauty,Per Una,1455.87,3297.25,47,26,88,2.23,2.97,4011,177,0,0.1,-2.73,0.75,3328,med,West,20,0.21,362,0,0.9,1,0,2025-05-23 07:34:22.700010
SKU_12776,STORE_016,Home,Autograph,1380.37,3226.45,44,2,1835,4.27,0.17,2458,47,0,0.3,-0.94,1.4,1784,med,West,16,0.22,246,0,0.93,0,0,2025-08-23 07:34:22.700010
SKU_12777,STORE_037,Apparel,Per Una,3009.96,3951.4,51,11,1913,0.59,0.93,4809,187,0,0.23,-1.27,0.64,8150,high,South,89,0.25,214,1,1.09,0,1,2024-12-14 07:34:22.700010
SKU_12778,STORE_029,Home,Goodmove,4891.7,3180.95,44,29,1475,3.38,0.49,3703,36,0,0.23,-1.69,0.51,3167,low,North,52,0.28,242,0,0.96,0,0,2025-05-03 07:34:22.700010
SKU_12779,STORE_012,Home,Per Una,4875.03,625.86,54,20,1450,0.5,9.07,3013,82,0,0.26,-2.74,1.05,5777,low,Central,58,0.0,129,1,1.14,0,0,2024-09-28 07:34:22.700010
SKU_12780,STORE_017,Home,Goodmove,4911.07,1453.77,44,8,389,0.78,3.96,1262,69,0,0.48,-2.13,1.08,3728,high,West,78,0.03,320,1,1.13,0,1,2025-05-20 07:34:22.700010
SKU_12781,STORE_048,Accessories,Goodmove,2054.89,946.23,58,9,689,0.57,2.88,949,132,0,0.27,-2.06,0.86,1517,low,North,77,0.23,232,0,1.17,0,0,2025-06-20 07:34:22.700010
SKU_12782,STORE_020,Beauty,Per Una,4588.21,1567.88,49,13,699,2.33,3.6,4357,135,1,0.19,-2.11,1.41,6067,med,South,21,0.23,58,1,0.96,1,0,2025-06-19 07:34:22.700010
SKU_12783,STORE_026,Footwear,Goodmove,2332.07,2583.97,50,29,1595,0.35,0.37,120,156,0,0.43,-0.58,1.32,3743,high,South,85,0.12,360,0,0.97,0,0,2025-08-26 07:34:22.700010
SKU_12784,STORE_048,Accessories,Autograph,2649.72,1230.35,51,12,1033,0.86,1.26,1415,179,0,0.32,-2.0,1.41,4336,low,North,4,0.24,252,0,1.14,0,0,2024-11-16 07:34:22.700010
SKU_12785,STORE_019,Beauty,Goodmove,2694.52,602.2,57,17,1508,1.72,1.94,2033,63,1,0.41,-1.81,1.22,2029,high,Central,31,0.02,257,0,1.16,0,0,2024-12-04 07:34:22.700010
SKU_12786,STORE_047,Footwear,M&S Core,504.24,2885.39,47,6,219,0.43,2.55,35,155,0,0.16,-1.22,1.16,4586,low,Central,35,0.11,176,0,0.87,0,0,2025-07-25 07:34:22.700010
SKU_12787,STORE_012,Accessories,Autograph,1048.93,557.06,60,16,120,4.51,1.07,454,29,0,0.42,-1.37,0.65,8686,low,Central,13,0.11,129,0,1.1,0,1,2024-10-01 07:34:22.700010
SKU_12788,STORE_021,Accessories,Autograph,4452.25,3796.82,51,28,766,6.32,0.87,4566,110,0,0.01,-1.52,1.07,7897,med,Central,5,0.07,213,0,1.06,0,0,2025-04-22 07:34:22.700010
SKU_12789,STORE_042,Apparel,Autograph,4501.51,2512.45,53,23,958,2.09,0.11,967,119,0,0.36,-1.71,0.53,9537,low,West,2,0.01,283,0,0.98,0,0,2024-10-06 07:34:22.700010
SKU_12790,STORE_034,Accessories,M&S Core,1168.57,3081.19,44,7,1508,0.3,2.55,3256,190,0,0.22,-0.89,1.3,6234,low,West,27,0.12,342,0,1.04,0,0,2025-02-11 07:34:22.700010
SKU_12791,STORE_007,Home,M&S Core,1651.66,3314.7,40,27,1688,0.72,1.33,3094,114,0,0.08,-1.46,0.61,7941,low,East,0,0.14,314,0,0.95,0,0,2024-11-03 07:34:22.700010
SKU_12792,STORE_045,Accessories,M&S Core,4182.08,2607.74,54,14,13,5.52,0.81,940,25,1,0.45,-1.5,0.96,4071,low,West,1,0.07,212,1,0.97,0,0,2024-11-06 07:34:22.700010
SKU_12793,STORE_035,Home,M&S Core,1179.01,2837.79,49,26,1231,0.14,5.38,2412,27,0,0.46,-2.41,1.13,5175,high,West,56,0.02,189,0,1.1,1,0,2025-02-12 07:34:22.700010
SKU_12794,STORE_015,Beauty,M&S Core,4426.96,3182.36,39,26,1829,4.36,0.26,3585,60,1,0.21,-1.6,0.51,2879,high,East,38,0.07,270,1,1.05,1,1,2025-05-12 07:34:22.700010
SKU_12795,STORE_001,Beauty,Blue Harbour,4150.32,1870.96,43,25,1586,0.79,0.08,1054,54,0,0.02,-1.38,1.23,7315,low,South,53,0.0,197,0,1.07,0,0,2024-09-16 07:34:22.700010
SKU_12796,STORE_026,Home,Blue Harbour,4075.24,110.74,48,20,727,3.26,1.1,1159,33,0,0.03,-1.97,0.6,1797,high,East,78,0.03,171,0,0.92,0,0,2025-01-31 07:34:22.700010
SKU_12797,STORE_035,Apparel,M&S Core,4479.38,3871.25,54,25,14,0.68,0.2,3141,153,0,0.19,-0.62,0.71,3250,low,North,48,0.02,190,0,1.0,0,0,2024-12-06 07:34:22.700010
SKU_12798,STORE_025,Apparel,Autograph,4456.22,1046.62,58,11,975,6.51,1.76,4185,199,0,0.32,-1.4,1.13,8329,high,West,87,0.02,171,0,1.04,0,0,2024-09-15 07:34:22.700010
SKU_12799,STORE_042,Beauty,Goodmove,4601.6,683.79,48,6,1176,0.59,1.02,1372,17,0,0.05,-1.38,0.76,6983,high,South,53,0.14,254,0,1.15,0,1,2024-11-15 07:34:22.700010
SKU_12800,STORE_015,Accessories,Goodmove,4420.8,3684.93,45,24,133,0.32,0.88,4733,193,0,0.28,-2.22,1.12,2557,low,East,61,0.06,212,0,0.95,1,1,2024-11-22 07:34:22.700010
SKU_12801,STORE_022,Beauty,Blue Harbour,3112.23,2210.83,42,29,554,0.19,2.1,2137,62,0,0.37,-0.84,0.94,7345,low,Central,74,0.03,36,0,0.92,0,0,2025-08-02 07:34:22.700010
SKU_12802,STORE_006,Beauty,M&S Core,956.08,1175.07,54,27,590,0.77,3.31,592,64,0,0.26,-1.85,0.91,5789,med,East,29,0.05,269,0,0.84,0,1,2025-05-14 07:34:22.700010
SKU_12803,STORE_015,Home,Per Una,3122.87,3733.88,44,3,47,0.58,0.07,253,83,1,0.48,-1.21,0.56,4264,high,East,26,0.1,200,0,0.91,0,1,2025-02-04 07:34:22.700010
SKU_12804,STORE_024,Apparel,Goodmove,4721.62,3435.92,45,5,665,0.18,2.66,2743,60,0,0.49,-2.14,0.51,7934,med,North,32,0.23,139,0,0.91,0,1,2025-05-06 07:34:22.700010
SKU_12805,STORE_021,Home,Goodmove,4843.84,1877.67,55,21,1354,0.21,1.08,2801,16,0,0.19,-2.26,0.59,1897,high,Central,11,0.23,159,0,1.01,0,0,2025-02-13 07:34:22.700010
SKU_12806,STORE_007,Beauty,Autograph,3695.63,3829.11,50,9,1104,0.91,3.15,4358,24,0,0.13,-1.21,1.06,5229,high,West,81,0.02,137,0,1.14,1,0,2025-02-04 07:34:22.700010
SKU_12807,STORE_029,Footwear,Goodmove,3529.41,463.56,56,11,205,1.11,1.22,3196,55,1,0.35,-1.79,1.03,637,high,South,32,0.02,264,0,1.03,0,1,2025-02-27 07:34:22.700010
SKU_12808,STORE_032,Accessories,Blue Harbour,4703.49,3756.67,56,8,1439,1.66,6.03,2909,59,0,0.08,-1.61,1.39,9373,low,North,85,0.05,75,0,1.15,0,0,2024-10-12 07:34:22.700010
SKU_12809,STORE_032,Beauty,M&S Core,1597.13,1895.42,45,9,697,0.95,1.99,3793,22,0,0.37,-1.51,0.68,9440,low,North,1,0.17,289,0,1.02,0,1,2025-07-12 07:34:22.700010
SKU_12810,STORE_005,Home,M&S Core,923.71,1899.59,56,22,103,0.71,0.47,3505,152,0,0.23,-0.67,0.79,6702,low,West,24,0.02,262,0,0.9,0,0,2025-03-29 07:34:22.700010
SKU_12811,STORE_004,Footwear,Goodmove,1591.0,1867.95,49,8,726,3.63,0.93,416,31,1,0.35,-1.6,1.46,4369,low,East,10,0.17,340,0,0.94,1,0,2024-12-12 07:34:22.700010
SKU_12812,STORE_022,Footwear,Per Una,4753.95,1778.95,65,5,1892,3.26,0.17,1699,1,0,0.23,-1.38,1.25,5533,med,East,82,0.26,219,0,0.9,0,0,2024-10-18 07:34:22.700010
SKU_12813,STORE_018,Beauty,Blue Harbour,1218.08,2195.78,54,23,1511,6.65,2.41,3699,92,0,0.07,-1.32,0.94,7268,med,South,38,0.11,178,1,0.87,0,0,2025-06-02 07:34:22.700010
SKU_12814,STORE_035,Apparel,Goodmove,1277.74,3981.12,52,8,1342,0.87,0.18,3815,141,0,0.16,-1.44,1.1,4683,low,East,77,0.22,256,0,1.01,0,0,2024-12-23 07:34:22.700010
SKU_12815,STORE_017,Footwear,Blue Harbour,1125.16,156.47,45,25,183,1.37,0.52,1803,38,1,0.25,-2.09,0.51,6046,med,West,14,0.19,324,1,0.92,1,1,2025-02-15 07:34:22.700010
SKU_12816,STORE_050,Accessories,Per Una,2526.04,2050.27,38,18,1925,1.0,5.36,4638,150,0,0.38,-2.12,1.11,5731,med,West,7,0.09,31,0,0.84,0,0,2025-03-07 07:34:22.700010
SKU_12817,STORE_050,Home,Blue Harbour,4021.66,1206.16,53,26,597,1.57,0.78,4185,104,1,0.35,-1.09,0.92,7175,med,Central,6,0.17,43,0,1.08,1,0,2024-10-19 07:34:22.700010
SKU_12818,STORE_024,Home,Blue Harbour,2031.89,768.75,51,5,1805,2.29,2.47,3395,23,1,0.19,-1.78,0.7,1732,high,North,54,0.3,332,1,1.0,0,0,2025-07-22 07:34:22.700010
SKU_12819,STORE_002,Home,Blue Harbour,679.58,3707.87,43,6,1300,6.37,2.14,3509,179,0,0.06,-2.22,0.86,5444,low,South,26,0.29,153,0,1.18,0,0,2024-11-18 07:34:22.700010
SKU_12820,STORE_013,Beauty,M&S Core,3751.97,1599.49,53,21,1022,0.13,0.2,2208,141,1,0.06,-1.49,0.72,3037,high,West,7,0.17,270,0,1.18,1,1,2024-11-08 07:34:22.700010
SKU_12821,STORE_015,Home,Per Una,3126.18,2230.95,46,11,1404,1.26,0.33,2200,92,1,0.21,-1.88,1.06,7445,high,West,44,0.26,87,0,1.08,0,1,2025-07-29 07:34:22.700010
SKU_12822,STORE_005,Home,M&S Core,2498.92,3728.47,48,18,1778,0.15,0.67,3557,70,0,0.04,-1.14,0.88,9559,high,South,30,0.04,229,0,1.2,1,0,2024-12-18 07:34:22.700010
SKU_12823,STORE_003,Accessories,Autograph,4826.67,1969.69,42,22,666,2.52,0.95,1803,182,1,0.12,-0.99,0.56,9442,med,Central,85,0.23,359,0,0.86,0,0,2025-04-16 07:34:22.700010
SKU_12824,STORE_037,Apparel,Goodmove,2457.04,1223.97,63,23,1426,2.45,2.88,1393,86,1,0.35,-0.71,0.72,5565,high,West,55,0.01,125,0,1.11,0,0,2025-03-16 07:34:22.700010
SKU_12825,STORE_037,Beauty,M&S Core,3715.14,477.47,51,3,152,3.04,0.24,203,52,0,0.05,-0.41,0.9,6503,high,South,64,0.03,197,0,0.85,0,0,2025-05-14 07:34:22.700010
SKU_12826,STORE_037,Beauty,Blue Harbour,959.8,2433.63,51,29,910,0.94,5.95,621,159,1,0.2,-1.15,0.99,5401,high,North,6,0.14,225,0,0.86,1,0,2025-05-23 07:34:22.700010
SKU_12827,STORE_003,Home,Autograph,2198.37,3655.21,57,6,1872,2.52,1.42,1273,165,1,0.39,-1.87,1.39,5008,high,East,61,0.29,270,0,1.15,0,1,2025-08-04 07:34:22.700010
SKU_12828,STORE_035,Accessories,Per Una,1217.88,414.97,43,17,211,0.6,0.38,3309,126,0,0.02,-1.72,0.71,5117,low,West,7,0.1,41,0,0.83,0,1,2024-12-25 07:34:22.700010
SKU_12829,STORE_023,Footwear,Per Una,1870.07,1839.1,57,26,1728,4.7,0.23,2386,171,1,0.28,-1.5,1.21,5972,high,North,62,0.23,221,0,1.15,0,0,2024-12-05 07:34:22.700010
SKU_12830,STORE_028,Home,M&S Core,2501.64,2692.05,57,15,1576,0.09,3.7,678,118,0,0.03,-0.71,1.23,3626,high,East,70,0.21,228,0,1.19,0,0,2025-02-19 07:34:22.700010
SKU_12831,STORE_030,Home,Blue Harbour,1036.58,492.77,55,6,1101,6.64,6.11,2408,36,1,0.12,-1.05,0.99,9447,med,South,47,0.01,326,0,0.84,1,0,2024-10-09 07:34:22.700010
SKU_12832,STORE_018,Beauty,Blue Harbour,4053.62,406.99,47,25,470,0.07,5.12,668,52,0,0.19,-1.34,1.17,8934,low,South,1,0.14,235,1,1.12,0,0,2024-11-27 07:34:22.700010
SKU_12833,STORE_036,Beauty,Per Una,2003.85,897.53,44,29,1843,2.36,2.0,3860,75,0,0.29,-1.32,0.89,5366,low,North,59,0.11,133,0,1.07,0,1,2024-12-11 07:34:22.700010
SKU_12834,STORE_033,Home,Blue Harbour,4502.62,612.12,54,9,809,0.72,0.13,1721,193,0,0.4,-1.62,1.23,1925,low,North,65,0.21,321,0,0.8,0,0,2024-10-10 07:34:22.700010
SKU_12835,STORE_026,Beauty,Goodmove,3437.35,1573.5,70,28,11,0.69,1.57,1524,67,1,0.08,-1.77,0.9,2588,low,North,32,0.02,222,0,1.08,0,0,2024-11-02 07:34:22.700010
SKU_12836,STORE_048,Accessories,M&S Core,1046.71,1699.73,51,2,746,0.67,2.73,2647,136,0,0.42,-2.0,0.86,1088,high,North,22,0.0,226,1,1.1,0,0,2024-11-11 07:34:22.700010
SKU_12837,STORE_040,Footwear,M&S Core,3280.46,1865.71,44,7,1783,3.56,1.0,1689,160,0,0.24,-2.51,0.8,3018,med,East,50,0.08,355,0,1.05,0,0,2024-11-03 07:34:22.700010
SKU_12838,STORE_017,Footwear,Blue Harbour,310.59,2015.37,44,16,1718,0.29,3.05,3908,199,1,0.27,-1.98,0.94,4258,med,South,9,0.27,279,1,1.04,0,0,2025-07-26 07:34:22.700010
SKU_12839,STORE_040,Footwear,Per Una,4074.41,327.18,49,24,1923,1.14,0.49,4066,43,0,0.34,-2.11,0.9,1189,med,South,17,0.27,191,1,1.01,0,1,2024-10-06 07:34:22.700010
SKU_12840,STORE_007,Home,Goodmove,4875.28,2685.57,46,28,784,3.52,0.88,4471,128,1,0.48,-1.44,0.73,1085,low,West,47,0.15,181,0,1.05,0,0,2025-06-02 07:34:22.700010
SKU_12841,STORE_008,Home,Goodmove,3452.24,2961.5,58,15,1691,6.51,0.46,3331,49,0,0.06,-1.42,1.19,6175,high,South,18,0.04,151,0,0.84,1,0,2025-07-08 07:34:22.700010
SKU_12842,STORE_031,Home,Goodmove,4646.17,635.21,54,25,907,0.35,1.83,2836,126,1,0.34,-2.14,0.83,6907,med,East,79,0.2,346,0,1.07,0,0,2025-07-13 07:34:22.700010
SKU_12843,STORE_012,Accessories,Autograph,1614.04,985.17,54,2,623,0.92,1.12,1104,174,1,0.31,-1.01,0.73,9152,med,South,51,0.23,236,0,0.98,0,1,2024-12-12 07:34:22.700010
SKU_12844,STORE_048,Footwear,Blue Harbour,2232.23,1194.2,40,14,174,4.32,1.55,4801,118,0,0.4,-1.39,0.99,2462,med,West,1,0.15,268,1,0.87,0,1,2025-07-05 07:34:22.700010
SKU_12845,STORE_031,Beauty,Goodmove,2237.07,1723.13,52,7,430,2.69,0.12,3058,196,1,0.26,-1.12,0.68,758,med,East,34,0.02,163,0,0.95,0,0,2025-01-11 07:34:22.700010
SKU_12846,STORE_044,Beauty,Blue Harbour,736.74,1666.1,49,29,1045,0.99,6.56,4290,20,0,0.04,-1.56,0.91,7902,med,Central,78,0.16,200,0,1.16,0,0,2024-10-29 07:34:22.700010
SKU_12847,STORE_019,Apparel,Per Una,4021.93,902.11,66,19,1019,1.52,5.14,10,133,1,0.4,-0.99,1.08,1395,low,East,10,0.21,208,0,1.02,0,1,2024-12-20 07:34:22.700010
SKU_12848,STORE_010,Apparel,Per Una,2575.32,386.53,49,15,1808,0.06,5.67,2509,93,0,0.11,-0.98,0.6,6151,high,North,36,0.09,148,0,0.9,1,0,2025-06-13 07:34:22.700010
SKU_12849,STORE_039,Beauty,Per Una,2553.05,1232.82,49,16,1173,0.01,0.29,1403,192,0,0.13,-1.28,1.1,2632,low,East,3,0.13,165,0,0.89,0,0,2024-11-01 07:34:22.700010
SKU_12850,STORE_012,Footwear,Autograph,3407.65,3138.94,52,19,87,4.66,2.11,2320,191,0,0.14,-1.48,0.6,5900,low,East,71,0.18,226,0,1.08,1,0,2024-12-31 07:34:22.700010
SKU_12851,STORE_020,Home,Per Una,1019.74,327.56,39,29,1057,0.61,1.3,2660,42,0,0.06,-1.81,1.47,2521,low,Central,63,0.27,352,0,0.95,0,0,2025-05-15 07:34:22.700010
SKU_12852,STORE_037,Beauty,Blue Harbour,4087.75,1528.01,30,9,1642,2.94,3.15,690,13,1,0.18,-2.47,0.73,6129,med,North,36,0.28,108,0,0.92,0,0,2025-06-26 07:34:22.700010
SKU_12853,STORE_048,Beauty,M&S Core,1955.18,851.86,49,2,1597,0.31,0.38,1799,138,0,0.5,-1.58,1.41,6202,med,East,44,0.04,172,0,1.09,1,1,2024-09-26 07:34:22.700010
SKU_12854,STORE_041,Apparel,M&S Core,581.28,2878.79,36,21,1794,3.36,0.04,5,79,0,0.49,-1.85,0.88,9072,low,Central,9,0.27,244,0,1.2,0,1,2024-12-24 07:34:22.700010
SKU_12855,STORE_007,Footwear,Blue Harbour,1112.56,1392.64,50,16,851,1.97,0.17,3987,56,1,0.43,-1.06,0.61,1617,high,Central,9,0.09,197,0,1.04,0,0,2025-03-25 07:34:22.700010
SKU_12856,STORE_014,Beauty,M&S Core,1412.69,1649.38,41,20,1463,0.19,1.48,1987,18,0,0.04,-0.69,0.9,8880,high,East,27,0.2,103,0,1.15,1,0,2025-07-20 07:34:22.700010
SKU_12857,STORE_011,Home,Goodmove,1053.14,3676.69,43,24,1487,0.49,0.34,1620,88,1,0.31,-1.62,1.26,6286,high,Central,8,0.01,153,0,1.2,0,0,2025-05-02 07:34:22.700010
SKU_12858,STORE_007,Home,M&S Core,1361.68,2483.67,53,25,293,1.17,5.79,1816,117,0,0.48,-1.95,1.44,9473,low,North,28,0.19,233,0,1.0,1,0,2025-05-11 07:34:22.700010
SKU_12859,STORE_029,Accessories,Autograph,4979.09,3312.9,47,25,74,2.65,0.29,4585,101,0,0.49,-0.87,0.73,6120,med,West,15,0.16,302,0,0.92,0,1,2025-05-19 07:34:22.700010
SKU_12860,STORE_010,Home,Per Una,2780.09,2771.15,52,6,1327,5.31,3.61,1632,24,0,0.41,-1.21,1.2,4505,med,South,80,0.08,274,0,1.02,0,0,2025-03-31 07:34:22.700010
SKU_12861,STORE_029,Beauty,M&S Core,3093.05,3844.02,61,20,1534,0.18,0.85,2763,155,0,0.13,-0.95,0.7,1516,low,West,69,0.22,318,0,1.08,0,0,2024-09-19 07:34:22.700010
SKU_12862,STORE_009,Beauty,M&S Core,995.93,2329.12,57,4,1329,3.36,0.16,1680,160,0,0.14,-0.97,0.99,9084,med,North,5,0.26,289,0,0.96,0,1,2025-06-17 07:34:22.700010
SKU_12863,STORE_036,Home,Autograph,410.3,1074.69,36,10,1647,3.86,2.03,2494,35,0,0.18,-0.74,0.64,2091,low,West,55,0.18,248,0,0.93,1,1,2024-12-23 07:34:22.700010
SKU_12864,STORE_048,Apparel,Autograph,1688.68,2808.01,38,17,652,1.57,1.06,161,111,0,0.37,-0.94,0.98,6867,low,Central,52,0.3,51,0,0.99,0,0,2025-05-05 07:34:22.700010
SKU_12865,STORE_010,Footwear,M&S Core,3894.11,3299.0,43,25,1126,8.02,12.72,3837,0,0,0.02,-1.59,0.56,1447,med,East,31,0.04,52,0,0.94,0,0,2025-04-16 07:34:22.700010
SKU_12866,STORE_019,Beauty,Goodmove,2881.15,3873.56,43,21,495,3.13,3.11,1880,174,0,0.16,-1.75,1.02,5528,med,Central,42,0.07,270,0,1.05,1,0,2025-04-01 07:34:22.700010
SKU_12867,STORE_031,Home,M&S Core,250.76,2509.23,55,22,1211,4.3,1.44,2360,101,0,0.41,-1.56,0.8,1430,high,East,7,0.18,262,1,1.0,1,0,2025-04-29 07:34:22.700010
SKU_12868,STORE_017,Home,Goodmove,3985.09,3305.67,46,17,941,1.32,7.34,903,73,0,0.49,-0.94,0.69,1507,high,East,71,0.18,166,0,0.88,0,1,2025-07-30 07:34:22.700010
SKU_12869,STORE_009,Beauty,Per Una,698.2,2871.4,40,18,1979,1.87,1.07,3138,104,0,0.22,-1.9,0.67,3606,low,Central,7,0.16,350,1,1.08,1,0,2025-07-12 07:34:22.700010
